timestamp,vibration_mm_s
2026-09-01 12:01:30,2.267
2026-09-01 12:01:31,2.048
2026-09-01 12:01:32,2.157
2026-09-01 12:01:33,2.013
2026-09-01 12:01:34,2.382
2026-09-01 12:01:35,2.474
2026-09-01 12:01:36,1.45
2026-09-01 12:01:37,1.952
2026-09-01 12:01:38,2.014
2026-09-01 12:01:39,2.413
2026-09-01 12:01:40,2.117
2026-09-01 12:01:41,2.467
2026-09-01 12:01:42,2.467
2026-09-01 12:01:43,1.859
2026-09-01 12:01:44,2.091
2026-09-01 12:01:45,2.162
2026-09-01 12:01:46,1.837
2026-09-01 12:01:47,1.948
2026-09-01 12:01:48,1.789
2026-09-01 12:01:49,2.189
2026-09-01 12:01:50,1.982
2026-09-01 12:01:51,2.349
2026-09-01 12:01:52,2.379
2026-09-01 12:01:53,2.264
2026-09-01 12:01:54,2.31
2026-09-01 12:01:55,2.065
2026-09-01 12:01:56,2.61
2026-09-01 12:01:57,2.393
2026-09-01 12:01:58,2.159
2026-09-01 12:01:59,1.948
2026-09-01 12:02:00,2.102
2026-09-01 12:02:01,1.968
2026-09-01 12:02:02,2.466
2026-09-01 12:02:03,2.097
2026-09-01 12:02:04,1.759
2026-09-01 12:02:05,1.862
2026-09-01 12:02:06,1.713
2026-09-01 12:02:07,2.031
2026-09-01 12:02:08,2.252
2026-09-01 12:02:09,2.25
2026-09-01 12:02:10,2.124
2026-09-01 12:02:11,2.232
2026-09-01 12:02:12,2.513
2026-09-01 12:02:13,2.301
2026-09-01 12:02:14,2.143
2026-09-01 12:02:15,1.677
2026-09-01 12:02:16,1.988
2026-09-01 12:02:17,2.121
2026-09-01 12:02:18,2.544
2026-09-01 12:02:19,1.883
2026-09-01 12:02:20,2.118
2026-09-01 12:02:21,1.796
2026-09-01 12:02:22,1.626
2026-09-01 12:02:23,2.272
2026-09-01 12:02:24,1.737
2026-09-01 12:02:25,2.103
2026-09-01 12:02:26,1.862
2026-09-01 12:02:27,1.437
2026-09-01 12:02:28,2.137
2026-09-01 12:02:29,1.809
2026-09-01 12:02:30,1.293
2026-09-01 12:02:31,2.297
2026-09-01 12:02:32,2.653
2026-09-01 12:02:33,1.905
2026-09-01 12:02:34,2.039
2026-09-01 12:02:35,2.019
2026-09-01 12:02:36,1.81
2026-09-01 12:02:37,2.215
2026-09-01 12:02:38,1.692
2026-09-01 12:02:39,1.958
2026-09-01 12:02:40,2.647
2026-09-01 12:02:41,2.376
2026-09-01 12:02:42,2.275
2026-09-01 12:02:43,2.381
2026-09-01 12:02:44,2.204
2026-09-01 12:02:45,2.018
2026-09-01 12:02:46,2.11
2026-09-01 12:02:47,1.83
2026-09-01 12:02:48,1.624
2026-09-01 12:02:49,2.18
2026-09-01 12:02:50,1.878
2026-09-01 12:02:51,2.213
2026-09-01 12:02:52,2.393
2026-09-01 12:02:53,2.15
2026-09-01 12:02:54,2.174
2026-09-01 12:02:55,1.911
2026-09-01 12:02:56,1.941
2026-09-01 12:02:57,2.022
2026-09-01 12:02:58,1.976
2026-09-01 12:02:59,2.219
2026-09-01 12:03:00,1.893
2026-09-01 12:03:01,2.413
2026-09-01 12:03:02,2.03
2026-09-01 12:03:03,2.204
2026-09-01 12:03:04,2.311
2026-09-01 12:03:05,2.079
2026-09-01 12:03:06,2.285
2026-09-01 12:03:07,1.936
2026-09-01 12:03:08,2.381
2026-09-01 12:03:09,2.44
2026-09-01 12:03:10,2.319
2026-09-01 12:03:11,2.047
2026-09-01 12:03:12,2.49
2026-09-01 12:03:13,1.862
2026-09-01 12:03:14,2.164
2026-09-01 12:03:15,2.187
2026-09-01 12:03:16,2.441
2026-09-01 12:03:17,1.926
2026-09-01 12:03:18,2.054
2026-09-01 12:03:19,1.993
2026-09-01 12:03:20,1.698
2026-09-01 12:03:21,1.737
2026-09-01 12:03:22,2.299
2026-09-01 12:03:23,2.194
2026-09-01 12:03:24,2.034
2026-09-01 12:03:25,2.285
2026-09-01 12:03:26,2.154
2026-09-01 12:03:27,1.897
2026-09-01 12:03:28,1.823
2026-09-01 12:03:29,2.211
2026-09-01 12:03:30,1.719
2026-09-01 12:03:31,2.218
2026-09-01 12:03:32,2.187
2026-09-01 12:03:33,2.565
2026-09-01 12:03:34,2.567
2026-09-01 12:03:35,2.038
2026-09-01 12:03:36,2.137
2026-09-01 12:03:37,2.56
2026-09-01 12:03:38,2.142
2026-09-01 12:03:39,1.676
2026-09-01 12:03:40,1.774
2026-09-01 12:03:41,2.099
2026-09-01 12:03:42,1.785
2026-09-01 12:03:43,1.841
2026-09-01 12:03:44,2.021
2026-09-01 12:03:45,1.946
2026-09-01 12:03:46,2.206
2026-09-01 12:03:47,2.425
2026-09-01 12:03:48,1.978
2026-09-01 12:03:49,2.119
2026-09-01 12:03:50,1.791
2026-09-01 12:03:51,2.161
2026-09-01 12:03:52,1.687
2026-09-01 12:03:53,2.152
2026-09-01 12:03:54,2.347
2026-09-01 12:03:55,2.055
2026-09-01 12:03:56,1.959
2026-09-01 12:03:57,2.126
2026-09-01 12:03:58,2.084
2026-09-01 12:03:59,1.786
2026-09-01 12:04:00,2.069
2026-09-01 12:04:01,2.614
2026-09-01 12:04:02,2.384
2026-09-01 12:04:03,2.25
2026-09-01 12:04:04,2.036
2026-09-01 12:04:05,2.251
2026-09-01 12:04:06,1.792
2026-09-01 12:04:07,2.619
2026-09-01 12:04:08,2.432
2026-09-01 12:04:09,2.05
2026-09-01 12:04:10,2.212
2026-09-01 12:04:11,1.873
2026-09-01 12:04:12,1.771
2026-09-01 12:04:13,1.973
2026-09-01 12:04:14,2.25
2026-09-01 12:04:15,2.198
2026-09-01 12:04:16,2.114
2026-09-01 12:04:17,1.941
2026-09-01 12:04:18,2.326
2026-09-01 12:04:19,2.747
2026-09-01 12:04:20,2.049
2026-09-01 12:04:21,2.094
2026-09-01 12:04:22,2.018
2026-09-01 12:04:23,2.091
2026-09-01 12:04:24,1.696
2026-09-01 12:04:25,2.309
2026-09-01 12:04:26,1.842
2026-09-01 12:04:27,1.739
2026-09-01 12:04:28,2.143
2026-09-01 12:04:29,2.437
2026-09-01 12:04:30,2.133
2026-09-01 12:04:31,1.616
2026-09-01 12:04:32,2.216
2026-09-01 12:04:33,2.351
2026-09-01 12:04:34,1.971
2026-09-01 12:04:35,2.403
2026-09-01 12:04:36,2.168
2026-09-01 12:04:37,2.365
2026-09-01 12:04:38,2.419
2026-09-01 12:04:39,2.019
2026-09-01 12:04:40,2.072
2026-09-01 12:04:41,2.19
2026-09-01 12:04:42,2.254
2026-09-01 12:04:43,1.893
2026-09-01 12:04:44,2.002
2026-09-01 12:04:45,2.261
2026-09-01 12:04:46,2.38
2026-09-01 12:04:47,1.642
2026-09-01 12:04:48,2.116
2026-09-01 12:04:49,2.464
2026-09-01 12:04:50,2.62
2026-09-01 12:04:51,1.819
2026-09-01 12:04:52,1.87
2026-09-01 12:04:53,1.981
2026-09-01 12:04:54,2.158
2026-09-01 12:04:55,2.137
2026-09-01 12:04:56,2.035
2026-09-01 12:04:57,1.938
2026-09-01 12:04:58,1.932
2026-09-01 12:04:59,2.035
2026-09-01 12:05:00,2.251
2026-09-01 12:05:01,2.549
2026-09-01 12:05:02,2.248
2026-09-01 12:05:03,2.158
2026-09-01 12:05:04,1.927
2026-09-01 12:05:05,2.105
2026-09-01 12:05:06,1.522
2026-09-01 12:05:07,2.137
2026-09-01 12:05:08,2.244
2026-09-01 12:05:09,1.967
2026-09-01 12:05:10,1.996
2026-09-01 12:05:11,2.101
2026-09-01 12:05:12,2.057
2026-09-01 12:05:13,2.124
2026-09-01 12:05:14,2.262
2026-09-01 12:05:15,2.175
2026-09-01 12:05:16,2.083
2026-09-01 12:05:17,2.108
2026-09-01 12:05:18,1.819
2026-09-01 12:05:19,1.96
2026-09-01 12:05:20,2.264
2026-09-01 12:05:21,2.203
2026-09-01 12:05:22,1.915
2026-09-01 12:05:23,2.169
2026-09-01 12:05:24,1.561
2026-09-01 12:05:25,2.073
2026-09-01 12:05:26,1.883
2026-09-01 12:05:27,1.904
2026-09-01 12:05:28,2.07
2026-09-01 12:05:29,2.148
2026-09-01 12:05:30,1.619
2026-09-01 12:05:31,1.714
2026-09-01 12:05:32,1.792
2026-09-01 12:05:33,2.151
2026-09-01 12:05:34,2.255
2026-09-01 12:05:35,2.277
2026-09-01 12:05:36,1.953
2026-09-01 12:05:37,2.181
2026-09-01 12:05:38,2.207
2026-09-01 12:05:39,1.829
2026-09-01 12:05:40,1.863
2026-09-01 12:05:41,2.32
2026-09-01 12:05:42,1.952
2026-09-01 12:05:43,2.199
2026-09-01 12:05:44,1.823
2026-09-01 12:05:45,1.978
2026-09-01 12:05:46,1.919
2026-09-01 12:05:47,2.196
2026-09-01 12:05:48,2.044
2026-09-01 12:05:49,2.458
2026-09-01 12:05:50,2.105
2026-09-01 12:05:51,2.102
2026-09-01 12:05:52,1.771
2026-09-01 12:05:53,2.19
2026-09-01 12:05:54,2.02
2026-09-01 12:05:55,2.378
2026-09-01 12:05:56,2.077
2026-09-01 12:05:57,1.771
2026-09-01 12:05:58,1.995
2026-09-01 12:05:59,1.32
2026-09-01 12:06:00,2.346
2026-09-01 12:06:01,2.137
2026-09-01 12:06:02,2.336
2026-09-01 12:06:03,1.915
2026-09-01 12:06:04,2.548
2026-09-01 12:06:05,2.77
2026-09-01 12:06:06,2.398
2026-09-01 12:06:07,1.549
2026-09-01 12:06:08,2.271
2026-09-01 12:06:09,2.201
2026-09-01 12:06:10,2.108
2026-09-01 12:06:11,1.862
2026-09-01 12:06:12,2.117
2026-09-01 12:06:13,2.05
2026-09-01 12:06:14,1.482
2026-09-01 12:06:15,1.775
2026-09-01 12:06:16,1.764
2026-09-01 12:06:17,1.779
2026-09-01 12:06:18,2.027
2026-09-01 12:06:19,2.283
2026-09-01 12:06:20,2.189
2026-09-01 12:06:21,2.31
2026-09-01 12:06:22,2.09
2026-09-01 12:06:23,1.489
2026-09-01 12:06:24,2.296
2026-09-01 12:06:25,2.225
2026-09-01 12:06:26,2.398
2026-09-01 12:06:27,1.758
2026-09-01 12:06:28,1.947
2026-09-01 12:06:29,2.175
2026-09-01 12:06:30,2.138
2026-09-01 12:06:31,2.076
2026-09-01 12:06:32,2.027
2026-09-01 12:06:33,1.753
2026-09-01 12:06:34,2.002
2026-09-01 12:06:35,2.346
2026-09-01 12:06:36,2.405
2026-09-01 12:06:37,2.145
2026-09-01 12:06:38,2.005
2026-09-01 12:06:39,2.106
2026-09-01 12:06:40,2.018
2026-09-01 12:06:41,2.342
2026-09-01 12:06:42,2.273
2026-09-01 12:06:43,2.221
2026-09-01 12:06:44,1.915
2026-09-01 12:06:45,1.992
2026-09-01 12:06:46,2.487
2026-09-01 12:06:47,2.066
2026-09-01 12:06:48,2.087
2026-09-01 12:06:49,2.839
2026-09-01 12:06:50,1.952
2026-09-01 12:06:51,1.738
2026-09-01 12:06:52,2.23
2026-09-01 12:06:53,2.091
2026-09-01 12:06:54,2.437
2026-09-01 12:06:55,2.032
2026-09-01 12:06:56,2.25
2026-09-01 12:06:57,2.292
2026-09-01 12:06:58,2.16
2026-09-01 12:06:59,1.718
2026-09-01 12:07:00,2.126
2026-09-01 12:07:01,2.167
2026-09-01 12:07:02,2.184
2026-09-01 12:07:03,2.143
2026-09-01 12:07:04,1.413
2026-09-01 12:07:05,2.354
2026-09-01 12:07:06,2.217
2026-09-01 12:07:07,2.39
2026-09-01 12:07:08,1.905
2026-09-01 12:07:09,2.203
2026-09-01 12:07:10,2.251
2026-09-01 12:07:11,2.059
2026-09-01 12:07:12,2.265
2026-09-01 12:07:13,1.91
2026-09-01 12:07:14,2.418
2026-09-01 12:07:15,2.537
2026-09-01 12:07:16,2.312
2026-09-01 12:07:17,2.249
2026-09-01 12:07:18,1.677
2026-09-01 12:07:19,2.049
2026-09-01 12:07:20,2.199
2026-09-01 12:07:21,2.098
2026-09-01 12:07:22,2.194
2026-09-01 12:07:23,1.958
2026-09-01 12:07:24,2.184
2026-09-01 12:07:25,2.281
2026-09-01 12:07:26,2.138
2026-09-01 12:07:27,2.199
2026-09-01 12:07:28,2.335
2026-09-01 12:07:29,1.791
2026-09-01 12:07:30,1.703
2026-09-01 12:07:31,2.05
2026-09-01 12:07:32,2.106
2026-09-01 12:07:33,1.81
2026-09-01 12:07:34,2.441
2026-09-01 12:07:35,1.739
2026-09-01 12:07:36,1.801
2026-09-01 12:07:37,2.123
2026-09-01 12:07:38,2.055
2026-09-01 12:07:39,1.993
2026-09-01 12:07:40,1.972
2026-09-01 12:07:41,2.112
2026-09-01 12:07:42,2.038
2026-09-01 12:07:43,2.325
2026-09-01 12:07:44,2.353
2026-09-01 12:07:45,1.934
2026-09-01 12:07:46,1.88
2026-09-01 12:07:47,2.051
2026-09-01 12:07:48,2.156
2026-09-01 12:07:49,1.424
2026-09-01 12:07:50,2.274
2026-09-01 12:07:51,2.284
2026-09-01 12:07:52,1.962
2026-09-01 12:07:53,1.91
2026-09-01 12:07:54,2.745
2026-09-01 12:07:55,1.956
2026-09-01 12:07:56,2.002
2026-09-01 12:07:57,2.145
2026-09-01 12:07:58,2.454
2026-09-01 12:07:59,1.818
2026-09-01 12:08:00,2.429
2026-09-01 12:08:01,2.137
2026-09-01 12:08:02,1.936
2026-09-01 12:08:03,1.662
2026-09-01 12:08:04,2.565
2026-09-01 12:08:05,1.952
2026-09-01 12:08:06,1.951
2026-09-01 12:08:07,2.263
2026-09-01 12:08:08,1.621
2026-09-01 12:08:09,2.063
2026-09-01 12:08:10,1.74
2026-09-01 12:08:11,2.195
2026-09-01 12:08:12,2.045
2026-09-01 12:08:13,2.448
2026-09-01 12:08:14,2.1
2026-09-01 12:08:15,2.254
2026-09-01 12:08:16,2.036
2026-09-01 12:08:17,2.166
2026-09-01 12:08:18,2.079
2026-09-01 12:08:19,1.961
2026-09-01 12:08:20,2.402
2026-09-01 12:08:21,2.131
2026-09-01 12:08:22,2.199
2026-09-01 12:08:23,2.301
2026-09-01 12:08:24,2.001
2026-09-01 12:08:25,2.264
2026-09-01 12:08:26,2.196
2026-09-01 12:08:27,1.859
2026-09-01 12:08:28,1.991
2026-09-01 12:08:29,2.349
2026-09-01 12:08:30,2.222
2026-09-01 12:08:31,2.121
2026-09-01 12:08:32,2.218
2026-09-01 12:08:33,1.671
2026-09-01 12:08:34,2.378
2026-09-01 12:08:35,2.034
2026-09-01 12:08:36,2.143
2026-09-01 12:08:37,2.121
2026-09-01 12:08:38,1.895
2026-09-01 12:08:39,1.809
2026-09-01 12:08:40,2.26
2026-09-01 12:08:41,2.297
2026-09-01 12:08:42,2.556
2026-09-01 12:08:43,2.197
2026-09-01 12:08:44,1.983
2026-09-01 12:08:45,2.216
2026-09-01 12:08:46,1.751
2026-09-01 12:08:47,2.213
2026-09-01 12:08:48,1.903
2026-09-01 12:08:49,2.296
2026-09-01 12:08:50,1.878
2026-09-01 12:08:51,2.143
2026-09-01 12:08:52,2.393
2026-09-01 12:08:53,2.227
2026-09-01 12:08:54,2.326
2026-09-01 12:08:55,2.294
2026-09-01 12:08:56,2.329
2026-09-01 12:08:57,1.925
2026-09-01 12:08:58,2.364
2026-09-01 12:08:59,2.99
2026-09-01 12:09:00,2.065
2026-09-01 12:09:01,2.115
2026-09-01 12:09:02,2.286
2026-09-01 12:09:03,1.696
2026-09-01 12:09:04,1.628
2026-09-01 12:09:05,2.204
2026-09-01 12:09:06,2.159
2026-09-01 12:09:07,2.235
2026-09-01 12:09:08,2.291
2026-09-01 12:09:09,1.825
2026-09-01 12:09:10,1.916
2026-09-01 12:09:11,2.081
2026-09-01 12:09:12,2.004
2026-09-01 12:09:13,2.291
2026-09-01 12:09:14,2.501
2026-09-01 12:09:15,2.364
2026-09-01 12:09:16,1.932
2026-09-01 12:09:17,1.722
2026-09-01 12:09:18,2.201
2026-09-01 12:09:19,2.397
2026-09-01 12:09:20,2.283
2026-09-01 12:09:21,1.988
2026-09-01 12:09:22,2.551
2026-09-01 12:09:23,1.921
2026-09-01 12:09:24,2.17
2026-09-01 12:09:25,2.279
2026-09-01 12:09:26,1.966
2026-09-01 12:09:27,2.059
2026-09-01 12:09:28,2.103
2026-09-01 12:09:29,1.922
2026-09-01 12:09:30,1.936
2026-09-01 12:09:31,1.733
2026-09-01 12:09:32,2.129
2026-09-01 12:09:33,2.578
2026-09-01 12:09:34,1.91
2026-09-01 12:09:35,1.848
2026-09-01 12:09:36,2.146
2026-09-01 12:09:37,2.292
2026-09-01 12:09:38,2.167
2026-09-01 12:09:39,1.581
2026-09-01 12:09:40,2.277
2026-09-01 12:09:41,1.579
2026-09-01 12:09:42,2.633
2026-09-01 12:09:43,2.152
2026-09-01 12:09:44,2.651
2026-09-01 12:09:45,2.062
2026-09-01 12:09:46,2.146
2026-09-01 12:09:47,2.203
2026-09-01 12:09:48,1.878
2026-09-01 12:09:49,1.809
2026-09-01 12:09:50,2.067
2026-09-01 12:09:51,1.45
2026-09-01 12:09:52,2.004
2026-09-01 12:09:53,2.441
2026-09-01 12:09:54,2.297
2026-09-01 12:09:55,1.774
2026-09-01 12:09:56,2.044
2026-09-01 12:09:57,2.04
2026-09-01 12:09:58,1.839
2026-09-01 12:09:59,2.39
2026-09-01 12:10:00,2.105
2026-09-01 12:10:01,2.151
2026-09-01 12:10:02,1.689
2026-09-01 12:10:03,1.939
2026-09-01 12:10:04,2.313
2026-09-01 12:10:05,2.391
2026-09-01 12:10:06,1.767
2026-09-01 12:10:07,2.118
2026-09-01 12:10:08,2.276
2026-09-01 12:10:09,2.239
2026-09-01 12:10:10,2.052
2026-09-01 12:10:11,2.093
2026-09-01 12:10:12,2.314
2026-09-01 12:10:13,2.336
2026-09-01 12:10:14,1.798
2026-09-01 12:10:15,2.371
2026-09-01 12:10:16,2.044
2026-09-01 12:10:17,2.182
2026-09-01 12:10:18,1.904
2026-09-01 12:10:19,1.858
2026-09-01 12:10:20,2.034
2026-09-01 12:10:21,2.659
2026-09-01 12:10:22,2.554
2026-09-01 12:10:23,2.133
2026-09-01 12:10:24,2.165
2026-09-01 12:10:25,2.473
2026-09-01 12:10:26,1.744
2026-09-01 12:10:27,1.982
2026-09-01 12:10:28,1.88
2026-09-01 12:10:29,2.37
2026-09-01 12:10:30,1.967
2026-09-01 12:10:31,1.748
2026-09-01 12:10:32,2.106
2026-09-01 12:10:33,1.871
2026-09-01 12:10:34,1.994
2026-09-01 12:10:35,2.272
2026-09-01 12:10:36,2.137
2026-09-01 12:10:37,2.136
2026-09-01 12:10:38,1.94
2026-09-01 12:10:39,2.129
2026-09-01 12:10:40,2.096
2026-09-01 12:10:41,1.824
2026-09-01 12:10:42,1.852
2026-09-01 12:10:43,1.995
2026-09-01 12:10:44,2.092
2026-09-01 12:10:45,1.639
2026-09-01 12:10:46,2.075
2026-09-01 12:10:47,1.892
2026-09-01 12:10:48,1.59
2026-09-01 12:10:49,2.251
2026-09-01 12:10:50,2.459
2026-09-01 12:10:51,2.156
2026-09-01 12:10:52,2.042
2026-09-01 12:10:53,2.269
2026-09-01 12:10:54,2.1
2026-09-01 12:10:55,1.941
2026-09-01 12:10:56,2.245
2026-09-01 12:10:57,2.406
2026-09-01 12:10:58,2.148
2026-09-01 12:10:59,1.783
2026-09-01 12:11:00,2.171
2026-09-01 12:11:01,2.136
2026-09-01 12:11:02,2.38
2026-09-01 12:11:03,2.072
2026-09-01 12:11:04,2.221
2026-09-01 12:11:05,1.937
2026-09-01 12:11:06,1.677
2026-09-01 12:11:07,2.193
2026-09-01 12:11:08,1.811
2026-09-01 12:11:09,2.119
2026-09-01 12:11:10,2.06
2026-09-01 12:11:11,2.046
2026-09-01 12:11:12,2.156
2026-09-01 12:11:13,1.871
2026-09-01 12:11:14,1.927
2026-09-01 12:11:15,2.144
2026-09-01 12:11:16,2.081
2026-09-01 12:11:17,1.778
2026-09-01 12:11:18,2.249
2026-09-01 12:11:19,2.316
2026-09-01 12:11:20,2.416
2026-09-01 12:11:21,2.138
2026-09-01 12:11:22,1.833
2026-09-01 12:11:23,2.329
2026-09-01 12:11:24,2.262
2026-09-01 12:11:25,1.748
2026-09-01 12:11:26,2.183
2026-09-01 12:11:27,1.879
2026-09-01 12:11:28,2.29
2026-09-01 12:11:29,1.891
2026-09-01 12:11:30,2.313
2026-09-01 12:11:31,2.439
2026-09-01 12:11:32,2.245
2026-09-01 12:11:33,2.333
2026-09-01 12:11:34,1.77
2026-09-01 12:11:35,1.632
2026-09-01 12:11:36,2.422
2026-09-01 12:11:37,2.307
2026-09-01 12:11:38,2.149
2026-09-01 12:11:39,2.294
2026-09-01 12:11:40,2.546
2026-09-01 12:11:41,2.125
2026-09-01 12:11:42,2.243
2026-09-01 12:11:43,2.461
2026-09-01 12:11:44,2.034
2026-09-01 12:11:45,1.927
2026-09-01 12:11:46,1.972
2026-09-01 12:11:47,1.834
2026-09-01 12:11:48,1.83
2026-09-01 12:11:49,1.61
2026-09-01 12:11:50,2.139
2026-09-01 12:11:51,1.882
2026-09-01 12:11:52,2.056
2026-09-01 12:11:53,1.992
2026-09-01 12:11:54,2.228
2026-09-01 12:11:55,2.023
2026-09-01 12:11:56,2.12
2026-09-01 12:11:57,2.511
2026-09-01 12:11:58,2.344
2026-09-01 12:11:59,2.239
2026-09-01 12:12:00,2.002
2026-09-01 12:12:01,1.802
2026-09-01 12:12:02,1.944
2026-09-01 12:12:03,2.373
2026-09-01 12:12:04,1.78
2026-09-01 12:12:05,1.923
2026-09-01 12:12:06,1.786
2026-09-01 12:12:07,1.886
2026-09-01 12:12:08,2.25
2026-09-01 12:12:09,1.967
2026-09-01 12:12:10,1.642
2026-09-01 12:12:11,2.171
2026-09-01 12:12:12,2.216
2026-09-01 12:12:13,2.039
2026-09-01 12:12:14,2.708
2026-09-01 12:12:15,2.301
2026-09-01 12:12:16,1.42
2026-09-01 12:12:17,2.247
2026-09-01 12:12:18,2.396
2026-09-01 12:12:19,2.051
2026-09-01 12:12:20,2.173
2026-09-01 12:12:21,1.733
2026-09-01 12:12:22,2.207
2026-09-01 12:12:23,2.053
2026-09-01 12:12:24,1.943
2026-09-01 12:12:25,2.157
2026-09-01 12:12:26,1.752
2026-09-01 12:12:27,2.037
2026-09-01 12:12:28,2.161
2026-09-01 12:12:29,2.438
2026-09-01 12:12:30,2.081
2026-09-01 12:12:31,1.505
2026-09-01 12:12:32,1.27
2026-09-01 12:12:33,1.776
2026-09-01 12:12:34,2.074
2026-09-01 12:12:35,1.916
2026-09-01 12:12:36,1.893
2026-09-01 12:12:37,1.988
2026-09-01 12:12:38,1.896
2026-09-01 12:12:39,2.218
2026-09-01 12:12:40,2.237
2026-09-01 12:12:41,2.041
2026-09-01 12:12:42,2.173
2026-09-01 12:12:43,2.038
2026-09-01 12:12:44,1.947
2026-09-01 12:12:45,1.822
2026-09-01 12:12:46,1.982
2026-09-01 12:12:47,2.184
2026-09-01 12:12:48,2.304
2026-09-01 12:12:49,1.895
2026-09-01 12:12:50,1.867
2026-09-01 12:12:51,2.145
2026-09-01 12:12:52,2.241
2026-09-01 12:12:53,1.851
2026-09-01 12:12:54,1.847
2026-09-01 12:12:55,2.34
2026-09-01 12:12:56,1.805
2026-09-01 12:12:57,2.029
2026-09-01 12:12:58,2.22
2026-09-01 12:12:59,1.88
2026-09-01 12:13:00,1.883
2026-09-01 12:13:01,2.42
2026-09-01 12:13:02,2.195
2026-09-01 12:13:03,2.465
2026-09-01 12:13:04,2.109
2026-09-01 12:13:05,2.076
2026-09-01 12:13:06,1.939
2026-09-01 12:13:07,2.066
2026-09-01 12:13:08,2.378
2026-09-01 12:13:09,1.97
2026-09-01 12:13:10,2.134
2026-09-01 12:13:11,2.221
2026-09-01 12:13:12,1.918
2026-09-01 12:13:13,1.936
2026-09-01 12:13:14,1.979
2026-09-01 12:13:15,2.122
2026-09-01 12:13:16,2.222
2026-09-01 12:13:17,1.915
2026-09-01 12:13:18,1.504
2026-09-01 12:13:19,2.384
2026-09-01 12:13:20,2.017
2026-09-01 12:13:21,2.122
2026-09-01 12:13:22,2.307
2026-09-01 12:13:23,2.164
2026-09-01 12:13:24,1.887
2026-09-01 12:13:25,1.95
2026-09-01 12:13:26,2.201
2026-09-01 12:13:27,2.026
2026-09-01 12:13:28,1.94
2026-09-01 12:13:29,2.188
2026-09-01 12:13:30,1.708
2026-09-01 12:13:31,2.317
2026-09-01 12:13:32,1.941
2026-09-01 12:13:33,2.105
2026-09-01 12:13:34,2.025
2026-09-01 12:13:35,2.091
2026-09-01 12:13:36,2.105
2026-09-01 12:13:37,1.797
2026-09-01 12:13:38,1.938
2026-09-01 12:13:39,2.067
2026-09-01 12:13:40,2.221
