timestamp,temperature_C
2026-09-01 12:08:08,68.38
2026-09-01 12:08:09,68.12
2026-09-01 12:08:10,68.1
2026-09-01 12:08:11,67.71
2026-09-01 12:08:12,67.8
2026-09-01 12:08:13,68.56
2026-09-01 12:08:14,67.66
2026-09-01 12:08:15,68.16
2026-09-01 12:08:16,68.66
2026-09-01 12:08:17,67.53
2026-09-01 12:08:18,68.12
2026-09-01 12:08:19,67.93
2026-09-01 12:08:20,67.29
2026-09-01 12:08:21,68.01
2026-09-01 12:08:22,68.54
2026-09-01 12:08:23,68.03
2026-09-01 12:08:24,67.72
2026-09-01 12:08:25,67.72
2026-09-01 12:08:26,67.73
2026-09-01 12:08:27,67.99
2026-09-01 12:08:28,68.47
2026-09-01 12:08:29,68.21
2026-09-01 12:08:30,67.51
2026-09-01 12:08:31,67.81
2026-09-01 12:08:32,68.28
2026-09-01 12:08:33,67.74
2026-09-01 12:08:34,68.36
2026-09-01 12:08:35,67.59
2026-09-01 12:08:36,67.9
2026-09-01 12:08:37,67.77
2026-09-01 12:08:38,68.43
2026-09-01 12:08:39,68.47
2026-09-01 12:08:40,68.15
2026-09-01 12:08:41,67.95
2026-09-01 12:08:42,67.88
2026-09-01 12:08:43,68.0
2026-09-01 12:08:44,68.14
2026-09-01 12:08:45,68.13
2026-09-01 12:08:46,67.82
2026-09-01 12:08:47,67.85
2026-09-01 12:08:48,67.89
2026-09-01 12:08:49,67.97
2026-09-01 12:08:50,68.23
2026-09-01 12:08:51,67.84
2026-09-01 12:08:52,68.01
2026-09-01 12:08:53,67.48
2026-09-01 12:08:54,67.82
2026-09-01 12:08:55,68.52
2026-09-01 12:08:56,68.26
2026-09-01 12:08:57,67.71
2026-09-01 12:08:58,68.36
2026-09-01 12:08:59,67.57
2026-09-01 12:09:00,68.1
2026-09-01 12:09:01,67.62
2026-09-01 12:09:02,67.96
2026-09-01 12:09:03,68.3
2026-09-01 12:09:04,68.15
2026-09-01 12:09:05,68.11
2026-09-01 12:09:06,68.14
2026-09-01 12:09:07,67.8
2026-09-01 12:09:08,67.84
2026-09-01 12:09:09,68.15
2026-09-01 12:09:10,68.49
2026-09-01 12:09:11,67.93
2026-09-01 12:09:12,67.87
2026-09-01 12:09:13,68.11
2026-09-01 12:09:14,68.4
2026-09-01 12:09:15,68.48
2026-09-01 12:09:16,67.95
2026-09-01 12:09:17,68.29
2026-09-01 12:09:18,67.87
2026-09-01 12:09:19,67.91
2026-09-01 12:09:20,67.92
2026-09-01 12:09:21,68.36
2026-09-01 12:09:22,68.2
2026-09-01 12:09:23,68.66
2026-09-01 12:09:24,68.07
2026-09-01 12:09:25,67.64
2026-09-01 12:09:26,68.14
2026-09-01 12:09:27,68.15
2026-09-01 12:09:28,67.75
2026-09-01 12:09:29,67.99
2026-09-01 12:09:30,67.76
2026-09-01 12:09:31,68.22
2026-09-01 12:09:32,67.45
2026-09-01 12:09:33,67.72
2026-09-01 12:09:34,67.88
2026-09-01 12:09:35,68.37
2026-09-01 12:09:36,68.01
2026-09-01 12:09:37,67.98
2026-09-01 12:09:38,68.46
2026-09-01 12:09:39,67.72
2026-09-01 12:09:40,67.95
2026-09-01 12:09:41,67.9
2026-09-01 12:09:42,68.06
2026-09-01 12:09:43,68.02
2026-09-01 12:09:44,67.56
2026-09-01 12:09:45,68.24
2026-09-01 12:09:46,68.13
2026-09-01 12:09:47,68.22
2026-09-01 12:09:48,68.44
2026-09-01 12:09:49,67.89
2026-09-01 12:09:50,67.71
2026-09-01 12:09:51,67.71
2026-09-01 12:09:52,68.33
2026-09-01 12:09:53,68.27
2026-09-01 12:09:54,67.71
2026-09-01 12:09:55,67.8
2026-09-01 12:09:56,68.44
2026-09-01 12:09:57,68.47
2026-09-01 12:09:58,68.54
2026-09-01 12:09:59,68.32
2026-09-01 12:10:00,68.6
2026-09-01 12:10:01,68.3
2026-09-01 12:10:02,68.27
2026-09-01 12:10:03,68.3
2026-09-01 12:10:04,68.09
2026-09-01 12:10:05,68.39
2026-09-01 12:10:06,68.14
2026-09-01 12:10:07,67.87
2026-09-01 12:10:08,68.01
2026-09-01 12:10:09,67.92
2026-09-01 12:10:10,67.84
2026-09-01 12:10:11,67.71
2026-09-01 12:10:12,68.21
2026-09-01 12:10:13,67.71
2026-09-01 12:10:14,67.6
2026-09-01 12:10:15,68.4
2026-09-01 12:10:16,67.91
2026-09-01 12:10:17,67.59
2026-09-01 12:10:18,67.55
2026-09-01 12:10:19,68.02
2026-09-01 12:10:20,67.67
2026-09-01 12:10:21,67.99
2026-09-01 12:10:22,68.09
2026-09-01 12:10:23,68.13
2026-09-01 12:10:24,68.07
2026-09-01 12:10:25,68.18
2026-09-01 12:10:26,68.19
2026-09-01 12:10:27,67.9
2026-09-01 12:10:28,67.89
2026-09-01 12:10:29,67.47
2026-09-01 12:10:30,68.2
2026-09-01 12:10:31,67.69
2026-09-01 12:10:32,67.74
2026-09-01 12:10:33,67.74
2026-09-01 12:10:34,68.19
2026-09-01 12:10:35,67.93
2026-09-01 12:10:36,68.17
2026-09-01 12:10:37,67.9
2026-09-01 12:10:38,67.58
2026-09-01 12:10:39,68.32
2026-09-01 12:10:40,68.02
2026-09-01 12:10:41,67.88
2026-09-01 12:10:42,68.39
2026-09-01 12:10:43,67.89
2026-09-01 12:10:44,67.75
2026-09-01 12:10:45,67.99
2026-09-01 12:10:46,67.32
2026-09-01 12:10:47,67.94
2026-09-01 12:10:48,68.04
2026-09-01 12:10:49,68.5
2026-09-01 12:10:50,67.9
2026-09-01 12:10:51,67.57
2026-09-01 12:10:52,68.8
2026-09-01 12:10:53,68.09
2026-09-01 12:10:54,67.8
2026-09-01 12:10:55,67.68
2026-09-01 12:10:56,67.84
2026-09-01 12:10:57,68.4
2026-09-01 12:10:58,67.8
2026-09-01 12:10:59,68.12
2026-09-01 12:11:00,68.19
2026-09-01 12:11:01,67.9
2026-09-01 12:11:02,67.55
2026-09-01 12:11:03,68.12
2026-09-01 12:11:04,67.61
2026-09-01 12:11:05,67.97
2026-09-01 12:11:06,68.56
2026-09-01 12:11:07,67.65
2026-09-01 12:11:08,67.98
2026-09-01 12:11:09,67.8
2026-09-01 12:11:10,67.47
2026-09-01 12:11:11,67.87
2026-09-01 12:11:12,68.38
2026-09-01 12:11:13,68.3
2026-09-01 12:11:14,67.89
2026-09-01 12:11:15,68.2
2026-09-01 12:11:16,67.67
2026-09-01 12:11:17,68.14
2026-09-01 12:11:18,68.37
2026-09-01 12:11:19,68.11
2026-09-01 12:11:20,68.53
2026-09-01 12:11:21,68.05
2026-09-01 12:11:22,67.44
2026-09-01 12:11:23,67.69
2026-09-01 12:11:24,67.56
2026-09-01 12:11:25,68.04
2026-09-01 12:11:26,68.42
2026-09-01 12:11:27,67.87
2026-09-01 12:11:28,68.69
2026-09-01 12:11:29,68.25
2026-09-01 12:11:30,67.63
2026-09-01 12:11:31,68.02
2026-09-01 12:11:32,68.12
2026-09-01 12:11:33,67.63
2026-09-01 12:11:34,68.02
2026-09-01 12:11:35,68.22
2026-09-01 12:11:36,67.86
2026-09-01 12:11:37,67.74
2026-09-01 12:11:38,67.7
2026-09-01 12:11:39,67.87
2026-09-01 12:11:40,68.11
2026-09-01 12:11:41,67.69
2026-09-01 12:11:42,68.5
2026-09-01 12:11:43,67.76
2026-09-01 12:11:44,68.2
2026-09-01 12:11:45,68.79
2026-09-01 12:11:46,68.22
2026-09-01 12:11:47,68.18
2026-09-01 12:11:48,67.72
2026-09-01 12:11:49,67.92
2026-09-01 12:11:50,67.79
2026-09-01 12:11:51,67.91
2026-09-01 12:11:52,67.76
2026-09-01 12:11:53,67.88
2026-09-01 12:11:54,68.73
2026-09-01 12:11:55,67.96
2026-09-01 12:11:56,67.6
2026-09-01 12:11:57,68.14
2026-09-01 12:11:58,68.39
2026-09-01 12:11:59,68.5
2026-09-01 12:12:00,67.87
2026-09-01 12:12:01,67.9
2026-09-01 12:12:02,68.3
2026-09-01 12:12:03,67.92
2026-09-01 12:12:04,67.94
2026-09-01 12:12:05,67.96
2026-09-01 12:12:06,68.21
2026-09-01 12:12:07,68.24
2026-09-01 12:12:08,68.05
2026-09-01 12:12:09,68.14
2026-09-01 12:12:10,67.67
2026-09-01 12:12:11,68.05
2026-09-01 12:12:12,68.22
2026-09-01 12:12:13,68.1
2026-09-01 12:12:14,68.35
2026-09-01 12:12:15,68.1
2026-09-01 12:12:16,67.93
2026-09-01 12:12:17,68.37
2026-09-01 12:12:18,67.56
2026-09-01 12:12:19,67.85
2026-09-01 12:12:20,68.43
2026-09-01 12:12:21,67.79
2026-09-01 12:12:22,68.11
2026-09-01 12:12:23,68.0
2026-09-01 12:12:24,68.23
2026-09-01 12:12:25,68.41
2026-09-01 12:12:26,67.48
2026-09-01 12:12:27,67.82
2026-09-01 12:12:28,67.8
2026-09-01 12:12:29,67.75
2026-09-01 12:12:30,67.85
2026-09-01 12:12:31,67.9
2026-09-01 12:12:32,67.79
2026-09-01 12:12:33,68.55
2026-09-01 12:12:34,67.62
2026-09-01 12:12:35,68.2
2026-09-01 12:12:36,68.0
2026-09-01 12:12:37,67.54
2026-09-01 12:12:38,67.8
2026-09-01 12:12:39,68.16
2026-09-01 12:12:40,67.84
2026-09-01 12:12:41,67.99
2026-09-01 12:12:42,67.59
2026-09-01 12:12:43,67.83
2026-09-01 12:12:44,67.81
2026-09-01 12:12:45,68.04
2026-09-01 12:12:46,68.06
2026-09-01 12:12:47,67.63
2026-09-01 12:12:48,67.32
2026-09-01 12:12:49,68.07
2026-09-01 12:12:50,68.01
2026-09-01 12:12:51,68.33
2026-09-01 12:12:52,67.98
2026-09-01 12:12:53,67.96
2026-09-01 12:12:54,68.03
2026-09-01 12:12:55,68.05
2026-09-01 12:12:56,68.27
2026-09-01 12:12:57,67.71
2026-09-01 12:12:58,67.58
2026-09-01 12:12:59,68.01
2026-09-01 12:13:00,67.65
2026-09-01 12:13:01,67.96
2026-09-01 12:13:02,68.1
2026-09-01 12:13:03,67.89
2026-09-01 12:13:04,67.89
2026-09-01 12:13:05,68.06
2026-09-01 12:13:06,67.66
2026-09-01 12:13:07,67.84
2026-09-01 12:13:08,68.03
2026-09-01 12:13:09,68.5
2026-09-01 12:13:10,68.16
2026-09-01 12:13:11,68.04
2026-09-01 12:13:12,67.74
2026-09-01 12:13:13,67.38
2026-09-01 12:13:14,68.08
2026-09-01 12:13:15,67.71
2026-09-01 12:13:16,68.33
2026-09-01 12:13:17,67.59
2026-09-01 12:13:18,67.87
2026-09-01 12:13:19,67.86
2026-09-01 12:13:20,68.16
2026-09-01 12:13:21,67.92
2026-09-01 12:13:22,68.06
2026-09-01 12:13:23,68.25
2026-09-01 12:13:24,67.99
2026-09-01 12:13:25,67.62
2026-09-01 12:13:26,68.17
2026-09-01 12:13:27,68.39
2026-09-01 12:13:28,68.5
2026-09-01 12:13:29,67.55
2026-09-01 12:13:30,68.06
2026-09-01 12:13:31,68.23
2026-09-01 12:13:32,68.33
2026-09-01 12:13:33,67.8
2026-09-01 12:13:34,67.63
2026-09-01 12:13:35,67.91
2026-09-01 12:13:36,67.93
2026-09-01 12:13:37,68.57
2026-09-01 12:13:38,67.72
2026-09-01 12:13:39,67.77
2026-09-01 12:13:40,68.57
2026-09-01 12:13:41,68.32
